code,EPF,ELT,ERC,EFF
A0220200,-0.9954632509347936,82.0,-0.9981799128779384,-0.9916477570693748
A0220200,-0.9573540316313082,0.0,-0.97987870675214,-0.9495280039438831
A0220200,-0.9037311054630952,-1.0,-0.8591775665482143,-0.8893413722299784
A0220200,-0.7663594627182937,-2.0,-0.7414702706302083,-0.7474894359934415
A0220200,-0.7923890296845052,-4.0,-0.769544184530261,-0.7994844034009632
A0220200,-0.7861943308771412,-2.0,-0.6898112954177593,-0.7186696442443608
A0220200,-0.5353454292368034,46.0,-0.3384092363734641,-0.450859537068641
A0220200,-0.3339064840546782,1.0,-0.3571111936140134,-0.4993168134510524
A0220200,-0.3029767378721127,1.0,-0.3341460116038298,-0.2365421318912749
A0220200,-0.7383596288608494,-2.0,-0.4664546843199865,-0.6355860575762763
A0220200,-0.3319341700132825,-1.0,-0.2599946201064428,-0.349142738071538
A0220200,-0.4085291644947649,4.0,-0.1916163745887534,-0.3461749401154245
A0220200,0.0350330037098842,1.0,0.0077304938633753,0.2845060235872159
A0220200,-0.4214430992612953,-1.0,-0.2667557969405837,-0.3828268598457924
A0220200,-0.9930691374962728,-65.0,-0.6417330845008179,-0.9517618639388448
A0220200,-0.7676535140713532,-1.0,-0.6739856118735914,-0.6745733136938263
A0220200,-0.3973089606752839,4.0,-0.2211492846905857,-0.3252186907991442
A0220200,-0.5436182640968544,0.0,-0.2669088963139741,-0.4030151555618566
A0220200,-0.4245164103398485,-1.0,-0.0954285683569498,-0.2834726100446627
A0220200,-0.0983630776126568,0.0,0.0697595360314125,-0.0368477956329311
A0220200,-0.1608261522034311,-9.0,0.0752799451648802,0.0299591735315571
A0220200,0.6731158665248327,0.0,0.1557260029751177,0.3945563977030315
A0220200,-0.5592522564615364,0.0,-0.1205501035296817,-0.3497635164018
A0220200,-0.068744554163415,1.0,0.2402508329228136,0.2596207314971583
A0220200,-0.1638931433359781,2.0,-0.4184399089768555,-0.4245211704223397
A0220200,-0.7350070031373271,73.0,-0.0732177030146066,-0.3216841275287089
A0220200,0.0155414013777559,0.0,0.632044519889259,0.2906917435409548
A0220200,0.852280949748637,0.0,0.7329666219544866,0.8281706631835688
A0220200,-0.4564971833535836,1.0,0.0439625335011317,-0.3333406943468818
A0220200,-0.4673749503294631,0.0,-0.0256451310145371,-0.3151638878095787
A0220200,-0.3213365248252314,0.0,0.0271898358593616,-0.1419279553153717
A0220200,-0.2314710492278715,-2.0,0.0474424438650724,-0.1115371550192868
A0220200,0.9087513833796292,0.0,1.5777542023555968,1.0501972577213563
A0220200,-0.6868069762257902,,-0.0627785487593984,-0.4619800268184941
A0220200,-0.3245704753986033,0.0,0.1632804216870003,-0.0501361193559519
A0220200,0.4442750244611551,0.0,0.462054573798881,0.811979082062841
A0220200,-0.4658864741640318,0.0,-0.143668825831768,-0.1981452471623904
A0220200,-0.7808873999621824,-12.0,-0.181061910175335,-0.4525775632934568
A0220200,-0.7977060789370951,36.0,0.5425027084455856,0.0651116401433564
A0220200,0.2000496705389496,0.0,0.4343642287418396,0.4369734482591498
E3346020,-0.6697913815238487,-1.0,-0.5062460988444912,-0.5180508976879841
E3346020,-0.6480969484401999,-3.0,-0.4487901139912346,-0.5392905010753899
E3346020,-0.1809310384158867,-3.0,-0.0702203447989817,-0.0549666270619223
E3346020,0.2998680383619707,-1.0,0.0924781581850309,0.6346344203001659
E3346020,-0.6712460571663538,0.0,-0.5280745506485761,-0.6105275375728478
E3346020,-0.3157551866979464,0.0,-0.3115786327419479,-0.226370269234137
E3346020,-0.529384020344879,0.0,-0.3549919955887577,-0.3235488247782994
E3346020,0.0541184032356993,1.0,0.4495601439549992,0.4608517934798337
E3346020,0.2826653302250994,3.0,0.9344375678092572,0.5545486599817127
E3346020,-0.0570294035318977,1.0,0.1427130356280854,0.4322887290951482
E3346020,-0.1282967045899592,-2.0,0.0804171308308105,-0.0065045791984674
E3346020,-0.5465967266646125,-1.0,-0.3821561096232245,-0.5398062030998307
E3346020,-0.6690744257375975,-138.0,-0.3080407561557132,-0.4125270960602707
E3346020,-0.4227634114896633,1.0,-0.3814036070012084,-0.3250431971534654
E3346020,-0.0980965867119941,0.0,0.2300961360198175,0.1404857470222804
E3346020,-0.2018810100854011,1.0,0.0407674060227656,0.012177086229792
E3346020,-0.2037974301407134,0.0,-0.0003928066183142,0.000419847714727
E3346020,-0.0726493132719173,-1.0,0.0784202954318429,0.0886320813037977
E3346020,-0.3109614216478616,0.0,0.0745587079021665,-0.1488650044204452
E3346020,-0.2459928596235987,-1.0,-0.0950994500293962,-0.0547809194778508
E3346020,-0.2803507754473404,0.0,-0.12146046941674,-0.0350030396396253
E3346020,-0.5012899872989922,-2.0,-0.3466613331329574,-0.4634169454139878
E3346020,-0.4045318790296262,0.0,-0.192134400207168,-0.3446715956371589
N0113010,-0.4037865310032231,0.0,-0.3051801935037807,-0.3315792892120653
N0113010,-0.3112651723993659,1.0,-0.1551618917951358,-0.2149632203979213
N0113010,-0.4422397528601572,1.0,-0.207155104542656,-0.3136836712099137
N0113010,-0.2631257664073597,1.0,-0.053259787218157,-0.1972248332715829
N0113010,-0.3756690318941167,-290.0,-0.0338751387390819,-0.1372090525201389
N0113010,-0.3190824428303317,0.0,-0.0301524048573399,-0.142823863710473
N0113010,-0.3661756515502929,2.0,-0.0417234592311622,-0.0915398173210727
N0113010,-0.2007311502876794,-1.0,-0.1103279888458743,-0.2069096674363434
N0113010,-0.4831564634667801,9.0,-0.254168570395079,-0.4018589888166546
N0113010,-0.2597253963975338,3.0,0.0104166324202847,-0.1467975937247031
N0113010,-0.5000298281260032,1.0,-0.0247410758552698,-0.1914450350048135
N0113010,0.059112956902924,0.0,0.0834925574932023,0.1047225257586594
N0113010,-0.5789677532653894,1.0,-0.0570833118042741,-0.3205558780003411
N0113010,0.0392194526689106,0.0,0.0024669457500319,-0.0487547811120125
N0113010,-0.4014228570850878,1.0,-0.2907614295912868,-0.2953203649421706
N0113010,-0.5478250949528607,-60.0,-0.4454927592497497,-0.6257067326738904
N0113010,-0.0126131876950633,1.0,0.138966172487039,0.0877335767965235
N0113010,-0.3506516037549514,0.0,-0.154523001984688,-0.2663494637566839
N0113010,-0.4953865862826417,0.0,-0.1693595261000698,-0.2822074954382113
N0113010,0.0803898175557453,-2.0,0.3255819984325854,0.1492822799852409
N0113010,-0.3618202420266621,1.0,-0.1074769500619252,-0.1845643618127471
N0113010,-0.2888587327392179,55.0,-0.0965561121783333,-0.1231582698454386
N0113010,-0.0501553025205664,1.0,0.0121185176716329,0.0363134433285186
N0113010,-0.3559404646073824,1.0,-0.0709766132339539,-0.1394153242702622
N0113010,-0.3103772096966295,1.0,-0.2250775730486061,-0.2724683251236116
N0113010,-0.141432433114505,0.0,-0.0790922426550765,-0.2066381542178862
O3314010,-0.3218709353742928,1.0,0.0529412899746062,0.0513903793159715
O3314010,-0.4245220047933756,-1.0,-0.4149078882073257,-0.3495514893603501
O3314010,-0.160147950580562,0.0,0.030525511960421,0.0157723638471853
O3314010,-0.2220475678915138,0.0,-0.1346948881178965,-0.0460061044418013
O3314010,-0.2419621642206756,1.0,-0.203076025479864,-0.1853346538228046
O3314010,-0.0084070744676241,-1.0,0.291168374393703,0.2286623737194151
O3314010,-0.6446524747777693,-9.0,-0.3590167838492635,-0.6644632663696911
O3314010,-0.3879044596354166,1.0,-0.1493402725406656,-0.1428541875630267
O3314010,-0.304844747411538,-1.0,0.0632002598384902,-0.0215175019545411
O3314010,-0.1831544817685096,0.0,-0.0251442300133957,-0.034513574028348
O3314010,-0.7035991050101615,0.0,-0.5090232063167607,-0.6482335217567275
O3314010,-0.0303875519023028,-6.0,0.0875996310725053,0.1157265531883049
J5704810,-0.5891034668012761,-4.0,-0.6195180703078508,-0.4586918619192792
J5704810,-0.5321737813667484,0.0,-0.3414623896017603,-0.3331166634731757
J5704810,-0.2579160999133747,-1.0,-0.1436015719850125,-0.1627531266929899
J5704810,-0.2605972461888765,3.0,-0.0343843836624357,-0.2630895076014128
J5704810,-0.1242019234188962,-1.0,0.0154260075788776,0.0770500758740531
J5704810,-0.3279710872396681,-1.0,-0.1379460013637976,-0.1829389448331857
G4002020,-0.6223074153771878,-83.0,-0.6980110196143383,0.0098722241259989
G4002020,-0.6045026026274029,-1.0,-0.652698684263473,-0.2483009276586321
G4002020,-0.6457555759982208,1.0,-0.6233773345322029,-0.1726833918878842
G4002020,-0.1000072007226732,1.0,-0.2980116449747326,0.7612022902540758
G4002020,-0.3994977169229944,2.0,-0.5176675469229814,0.3172016579464243
G4002020,-0.2217814997675078,1.0,-0.3728363287071397,0.2915812212006003
G4002020,-0.4137110648153294,0.0,-0.2470241706404012,0.4026791873961906
G4002020,-0.0038798268341603,-1.0,0.1320726130668941,0.6968490908848963
G4002020,-0.7061953130760976,-1.0,-0.1390598868246031,-0.3970567192580683
G4002020,-0.2402348287099189,-1.0,0.0807798625376945,0.0276933191861992
G4002020,-0.5394772166154421,0.0,-0.0640563145331816,-0.3168623667202274
G4002020,-0.7180741575997553,-1.0,-0.1663711598357322,-0.5149445951574623
G4002020,-0.8358564376831055,-1.0,-0.3811747315033437,-0.6981728360142054
G4002020,-0.4218910218780091,20.0,0.0354789201852936,-0.2932130170528655
G4002020,0.0916628401111303,-2.0,0.2604746722606819,0.3306999437084832
G4002020,-0.4159660109687982,0.0,-0.0348771913805697,-0.0488778624036304
G4002020,-0.7503213394756078,1.0,-0.1594701764272867,-0.5751367941101666
G4002020,-0.4740521440730052,0.0,0.1472130843886239,-0.0142798053315362
G4002020,-0.6788553999246392,-2.0,-0.0558701372773685,-0.622321342725942
G4002020,-0.4096239696849476,1.0,0.226631621210565,-0.2117518484676532
G4002020,-0.4346655255012993,2.0,0.3716140712969513,-0.0502779151667412
G4002020,-0.1798135857610605,2.0,0.4653432892020737,-0.0397230090209629
G4002020,-0.352142834136429,0.0,0.3585814737441024,-0.3643178957626446
K2724210,0.068222535958718,1.0,-0.700753433031845,-0.5745551183301456
K2724210,-0.6262705815227942,0.0,-0.6427713502498346,-0.5856017035288724
K2724210,-0.2627195134995874,1.0,-0.4325720801776146,-0.3932598166487946
K2724210,-0.4769710177714228,-1.0,-0.4024956393815498,-0.2395002072416437
K2724210,-0.3532984806941106,1.0,-0.2645144903222771,-0.1633977482584241
K2724210,-0.1861548231264163,0.0,-0.1181461697606943,0.1223947861050727
K2724210,-0.7071298692270199,0.0,-0.3279483878400299,-0.5851400964997863
K2724210,-0.292894684069893,0.0,-0.529050330569298,-0.6366285740327795
K2724210,-0.6664414281106312,1.0,-0.1104957431170957,-0.4489773952410363
K2724210,-0.2757355534740068,-3.0,-0.2183146007342007,-0.4351538763968855
K2724210,-0.6097454552802543,24.0,-0.0035636880206525,-0.3542104550369448
K2724210,-0.4024477509963445,0.0,0.0651167803730146,-0.3928470302456519
K2724210,-0.5098023738262052,0.0,-0.2882119704001872,-0.6255435920558778
K2724210,-0.1842894790719133,-85.0,-0.1208537891492094,-0.565020198509017
K2724210,-0.4657222902028491,0.0,-0.1429576756604986,-0.4199835766423357
K2724210,0.0092906587060923,-51.0,0.2050090695899875,0.0489624936466284
K2724210,-0.1914081631250942,0.0,0.298324885636523,-0.0536012374876837
K2724210,-0.4866535013305025,25.0,0.1471811514487557,-0.2186836307589043
K2724210,0.0353727943269717,-3.0,0.069522487627647,-0.3055070400167631
K2724210,-0.4352685168206566,1.0,-0.1855464107128007,-0.2964281572093924
K2724210,-0.4421434891081747,0.0,-0.2301093251821719,-0.0853637595379019
K2724210,-0.260789006474565,1.0,-0.0755924623575006,-0.1851111101216226
K2724210,-0.6766762493061222,0.0,-0.444929016425161,-0.6596598547613297
K2724210,-0.4736054186553967,0.0,-0.3192320994470145,-0.4113917731629393
K2724210,-0.5973992533497263,1.0,-0.2229652537000356,-0.3345612920773272
K2724210,-0.4710699161061092,102.0,-0.1841584045124548,-0.3250666948959945
K2724210,-0.2307694309069237,0.0,-0.0673597620468814,-0.2942393024781142
K2724210,-0.597176110373882,1.0,0.0252093225350362,0.1098774518106113
K2724210,-0.4920958187143635,66.0,0.0091786732081324,0.0817647685748299
K2724210,-0.1302256425465178,1.0,0.008264377888083,0.02476122745046
K2724210,-0.320771076107477,1.0,-0.1097078895683684,-0.0803417824703051
K2724210,-0.2658473010177113,2.0,-0.1659785186171649,-0.330158612581248
K2724210,0.0298751482924961,1.0,0.0833006642389238,-0.0596242220203879
K2724210,-0.4590536098610335,1.0,0.0981448956649175,-0.224825421447265
K2724210,0.0977442754479112,-2.0,-0.2007308229719951,-0.4329766500383826
K2724210,0.0250036036564991,-1.0,0.1213847248304935,-0.1698666952240525
K2724210,-0.3709894865596467,1.0,-0.3389599877464123,-0.4522824766636391
K2724210,-0.3195289180423457,0.0,-0.3476809434353891,-0.4500652378497037
K2724210,-0.1840328050016264,-18.0,0.4361903300887089,0.0232957462102749
K2724210,-0.304338965349037,0.0,0.0588506783225424,-0.0989471964184111
K2724210,-0.3083163246439179,1.0,0.0733078048882269,-0.1155398632993529
K2724210,-0.155946025785398,0.0,-0.0998361550948354,-0.2901853806821656
K2724210,-0.7178212414777885,-3.0,-0.2786268728321512,-0.4845567491964286
K2724210,-0.2268605736240958,0.0,-0.1152249344056726,-0.1299871289773755
K2724210,0.4638211813976955,1.0,0.2792890775643546,0.3948998602539655
