code,nse,kge,cp,ct,kexc,llr,WI,RC_obs,RC_sim
A0220200,0.4,0.48,575.0423706054687,78.44844789505005,-2.261202422777812,38.08520533243815,1.3402586,0.1997700184583664,0.154342919588089
E3346020,0.78,0.83,285.8651077516617,80.56803980181294,-0.9291040538059128,101.44694199100616,1.158638834953308,0.3028733730316162,0.2985406219959259
N0113010,0.88,0.82,198.77367466517856,27.066852344785417,-0.1362311317344262,128.2284912109375,1.1394227743148804,0.3667897582054138,0.4068401157855987
O3314010,0.84,0.86,374.4524893411776,586.7567463386349,2.9293074672360246,41.75747153817154,2.979110717773437,0.9512277841567992,0.9665027856826782
J5704810,0.93,0.88,192.298130830129,892.01507939895,0.8830795551669629,127.96123186747234,1.5837671756744385,0.5812005996704102,0.5734843611717224
G4002020,-0.23,0.41,846.4565561331955,3706.7986127068016,-21.106699948217354,108.77718968484916,1.4136724472045898,0.3118374049663543,0.2618165016174316
K2724210,0.59,0.65,290.1695038290585,348.4200293971043,-8.731980434819764,22.37580473750245,1.0946476459503174,0.1606862097978592,0.1499913334846496
J7803020,0.9,0.86,211.5528540293376,69.93664536078771,0.2058081332206105,200.0250432332357,1.0019651651382446,0.3510766327381134,0.3774873614311218
M1354020,0.84,0.8,216.96679789984404,143.072146273371,-1.5259883586150498,111.25931355490611,0.96754789352417,0.2336321622133255,0.2205640822649002
I3712010,0.94,0.9,129.41492551332945,191.07649681010804,-0.7440289950494159,135.65956759762454,1.3865187168121338,0.4650478065013885,0.5019040107727051
L0914020,0.94,0.91,284.3523198985521,178.80212249968972,-1.1107625557557164,59.14516370123325,1.3444973230361938,0.3217587471008301,0.3305223882198334
A9832010,0.91,0.87,156.19017471986658,126.73460818612,-0.3059061398669918,196.5059269379805,1.223310470581055,0.3785949051380157,0.4026873111724853
H7843010,-3.69,-0.32,800.8141289868402,2717.490885021617,-13.668464941885864,165.5517533195829,1.113985300064087,0.2856087684631347,0.2105268239974975
H5142610,0.89,0.85,130.7908322157058,179.40839311717886,0.4965731318698412,57.59225187048448,1.4486595392227173,0.5232519507408142,0.5750216841697693
H3403102,0.75,0.77,599.2660227214799,74.63255988524648,-1.7386592727639338,106.02346558874466,1.0048763751983645,0.2983229160308838,0.2773029208183288
Q0115710,0.8,0.81,692.9639948064631,600.1099756378117,1.0990976840257645,59.54473137133049,1.862191200256348,0.7552842497825623,0.6985965371131897
P3264310,0.88,0.8,232.0156670932112,70.3869628084117,-0.2211313894307562,52.42787499263369,1.3618268966674805,0.3757414221763611,0.4251456260681152
U3004010,0.66,0.72,285.6534961407001,149.35249333014855,-1.910420907861912,81.57396205021784,1.186328649520874,0.3745738863945007,0.3303364813327789
Y0115410,0.41,0.44,415.640141248703,309.1330206394196,-5.042114228010178,18.77455534040928,1.163430094718933,0.3578980565071106,0.420244425535202
S4214010,0.57,0.78,794.0316800011528,922.1162566443284,-13.663988360928164,131.4688690221972,1.4755897521972656,0.4151070415973663,0.3790339529514313
U0525010,-0.27,-0.53,1.0,1.0,5.100000381469727,166.20829335459462,1.426918625831604,545.7664794921875,96.65775299072266
V4145210,0.91,0.89,229.45292497017013,851.1686696871906,-4.2795636662295164,48.54302694428135,2.1756374835968018,0.7283205389976501,0.7697720527648926
V1325020,0.9,0.91,207.6166755561541,187.3648842116048,-2.5452331524146232,32.227637455875715,2.133685111999512,0.3955172896385193,0.3905956745147705
O8255010,0.9,0.87,163.16791783208433,112.42623596191406,-0.654371317419345,85.94080491791601,1.181241750717163,0.3482747673988342,0.3757707476615906
X2305010,0.92,0.9,196.0250170158617,189.63747764356208,-3.432761027280129,31.64695361166289,1.6955450773239136,0.3382222652435303,0.3590749204158783
Y3315080,0.64,0.5,33.315668171849744,201.5622000077675,-18.853860427593364,36.98580064444706,0.853162944316864,0.3308500945568084,0.2030898630619049
Y4414030,0.82,0.8,572.1558091496847,255.4128591066384,-2.989565004785377,36.36428846795875,0.9754441380500792,0.2173950225114822,0.196342334151268
Y1355210,0.83,0.81,309.4140271765041,384.24346545362096,-2.5686366430978294,52.05077832984173,1.5355515480041504,0.4330422282218933,0.4455176889896393
O9134010,0.35,0.56,1021.7858681253869,152.20958377229104,-2.093563701109131,51.48193730458175,1.0360184907913208,0.1637550741434097,0.1465196162462234
Y9414020,0.91,0.91,868.5348688084147,1428.9454546389372,-5.010472033496784,38.116372464014134,2.450105905532837,0.6973057985305786,0.687506377696991
